entity_file,column,rows,non_blank,blank,distinct_values,flags,sample_values
account_account.csv,id,213,213,0,30+,,sap_account_150000 | sap_account_151000 | sap_account_151001 | sap_account_151006 | sap_account_152000
account_account.csv,code,213,213,0,30+,,150000 | 151000 | 151001 | 151006 | 152000
account_account.csv,name,213,213,0,30+,,Accounts Payable-Domestic | Accounts Payable-International | Accounts Payable-Employees | DANLAW INC ECB | Advances From Customers
account_account.csv,account_type,213,213,0,9,,liability_payable | asset_current | liability_current | asset_fixed | asset_receivable
account_account.csv,reconcile,213,213,0,2,,True | False
account_account.csv,sap__fin_costandrevenue_analytics.svc__RPFINCACU04_Q0002QueryResults__CGLACCT,213,147,66,30+,,161020 | 254906 | 300054 | 300055 | 301010
account_account.csv,sap__fin_costandrevenue_analytics.svc__RPFINCACU04_Q0002QueryResults__TGLACCT,213,147,66,30+,,Tax Collected at Source | TCS Receivable from Supplier | Domestic Sales - | Domestic Sales - New Business | Export Sales - New Business
account_account.csv,sap__fin_audit_analytics.svc__RPFINGLAU02_Q0002QueryResults__CGLACCT,213,13,200,13,,150000 | 151000 | 152000 | 163455 | 163456
account_account.csv,sap__fin_audit_analytics.svc__RPFINGLAU02_Q0002QueryResults__TGLACCT,213,13,200,13,,Accounts Payable-Domestic | Accounts Payable-International | Advances From Customers | IGST-Payable-Goa-RCM | CGST-Payable-Goa-RCM
account_account.csv,sap__fin_generalledger_analytics.svc__RPFINFXAU05_Q0001QueryResults__CGLACCT,213,40,173,30+,,201010 | 202010 | 202210 | 203000 | 203010
account_account.csv,sap__fin_generalledger_analytics.svc__RPFINFXAU05_Q0001QueryResults__TGLACCT,213,40,173,30+,,Land - Leasehold | Buildings - Factory | Buildings - Others | Plant & Machinery - Imported | Plant & Machinery (Prod Equipment)
account_account.csv,sap__fin_generalledger_analytics.svc__RPFINFCDU02_Q0001QueryResults__CGLACCT,213,53,160,30+,,150000 | 151000 | 151001 | 151006 | 203110
account_account.csv,sap__fin_generalledger_analytics.svc__RPFINFCDU02_Q0001QueryResults__TGLACCT,213,53,160,30+,,Accounts Payable-Domestic | Accounts Payable-International | Accounts Payable-Employees | DANLAW INC ECB | Plant & Machinery (Other Equipment)
account_account.csv,sap__fin_audit_analytics.svc__RPFININVU03_Q0001QueryResults__CGLACCT,213,4,209,4,,700044 | 700045 | 700046 | 700047
account_account.csv,sap__fin_audit_analytics.svc__RPFININVU03_Q0001QueryResults__TGLACCT,213,4,209,4,,GR/IR clearing-Unbills Payable | GR/IR clearing-Purchase in Transit | GR/IR services not yet invoiced | GR/IR services not yet delivered
account_analytic_account.csv,id,2,2,0,2,,sap_pc_71000 | sap_pc_71100
account_analytic_account.csv,name,2,2,0,2,,Danlaw Technologies India Limited | EMS-Electronic Manufacturing Service
account_analytic_account.csv,code,2,2,0,2,,71000 | 71100
account_analytic_account.csv,plan_id/id,2,2,0,1,,sap_analytic_plan_cost_centers
account_analytic_account.csv,sap__khprofitcentre__ProfitCentreCollection__ID,2,2,0,2,,71000 | 71100
account_analytic_account.csv,sap__khprofitcentre__ProfitCentreCollection__ObjectID,2,2,0,2,,00163E5F7A721EE987A835E9FA7EEA67 | 00163E5F7A721EE987A84B491229EAD0
account_analytic_account.csv,sap__khprofitcentre__ProfitCentreCollection__UUID,2,2,0,2,,00163E5F-7A72-1EE9-87A8-35E9FA7EEA67 | 00163E5F-7A72-1EE9-87A8-4B491229EAD0
account_analytic_account.csv,sap__khprofitcentre__DefinitionCollection__BusinessCharacterCode,2,2,0,2,JSON_ARRAY,"[""13"", ""9"", ""2"", ""3"", ""4"", ""14""] | [""2"", ""3"", ""4""]"
account_analytic_account.csv,sap__khprofitcentre__DefinitionCollection__BusinessCharacterCodeText,2,2,0,2,JSON_ARRAY,"[""Permanent Establishment"", ""Reporting Line Unit"", ""Segment"", ""Profit Center"", ""Cost Center"", ""Functional Unit""] | [""Segment"", ""Profit Center"", ""Cost Center""]"
account_analytic_account.csv,sap__khprofitcentre__DefinitionCollection__EndDate,2,2,0,1,,9999-12-31 00:00:00
account_analytic_account.csv,sap__khprofitcentre__DefinitionCollection__ObjectID,2,2,0,2,JSON_ARRAY,"[""00163E5F7A721EE987A839D9CD4F2A84"", ""00163E5F7A721EE987A83A44D4846A85"", ""00163E5F7A721EE987A83AC860CAAA85"", ""00163E5F7A721EE987A83AC860CC2A85"", ""00163E5F7A721EE987A83AF420784A85"", ""00163E5F7A721EE987A8446B261BCACB""] | [""00163E5F7A721EE987A84F44E4F6AAD4"", ""00163E5F7A721EE987A84F44E4F80AD4"", ""00163E5F7A721EE987A84F718CC7CAD4""]"
account_analytic_account.csv,sap__khprofitcentre__DefinitionCollection__ParentObjectID,2,2,0,2,,00163E5F7A721EE987A835E9FA7EEA67 | 00163E5F7A721EE987A84B491229EAD0
account_analytic_account.csv,sap__khprofitcentre__DefinitionCollection__StartDate,2,2,0,1,,1991-07-31 00:00:00
account_analytic_account.csv,sap__khprofitcentre__NameCollection__EndDate,2,2,0,1,,9999-12-31 00:00:00
account_analytic_account.csv,sap__khprofitcentre__NameCollection__Name,2,2,0,2,,Danlaw Technologies India Limited | EMS-Electronic Manufacturing Service
account_analytic_account.csv,sap__khprofitcentre__NameCollection__ObjectID,2,2,0,2,,FA163E39381E1EED9CA46A7882280EED | 00163E5F7A721EE987A84DE9C8A86AD3
account_analytic_account.csv,sap__khprofitcentre__NameCollection__ParentObjectID,2,2,0,2,,00163E5F7A721EE987A835E9FA7EEA67 | 00163E5F7A721EE987A84B491229EAD0
